,Year,Sex,Fatal Y/N,Country,Type
1229,2015,m,n,AUSTRALIA,WATERCRAFT
1230,2015,m,n,MEXICO,PROVOKED
1231,2015,m,n,FRENCH POLYNESIA,UNPROVOKED
1233,2015,f,y,REUNION,UNPROVOKED
1234,2015,m,y,AUSTRALIA,UNPROVOKED
1235,2015,m,n,AUSTRALIA,UNPROVOKED
1236,2015,m,n,AUSTRALIA,UNPROVOKED
1237,2015,m,n,AUSTRALIA,WATERCRAFT
1238,2015,m,n,USA,PROVOKED
1239,2015,m,n,AUSTRALIA,UNPROVOKED
1240,2015,m,n,SOUTH AFRICA,UNPROVOKED
1241,2015,m,n,USA,WATERCRAFT
1243,2015,m,n,AUSTRALIA,WATERCRAFT
1244,2015,m,n,AUSTRALIA,UNPROVOKED
1246,2015,f,n,BAHAMAS,UNPROVOKED
1247,2015,m,n,SOUTH AFRICA,UNPROVOKED
1248,2015,m,n,USA,UNPROVOKED
1250,2014,m,y,AUSTRALIA,UNPROVOKED
1253,2014,m,n,USA,UNPROVOKED
1254,2014,m,n,AUSTRALIA,PROVOKED
1255,2014,m,n,JAPAN,UNPROVOKED
1256,2014,m,y,AUSTRALIA,UNPROVOKED
1257,2014,m,n,SPAIN,PROVOKED
1258,2014,m,n,AUSTRALIA,UNPROVOKED
1259,2014,m,y,MAURITIUS,PROVOKED
1260,2014,m,n,AUSTRALIA,WATERCRAFT
1262,2014,m,n,USA,UNPROVOKED
1263,2014,m,n,USA,UNPROVOKED
1264,2014,m,n,AUSTRALIA,UNPROVOKED
1265,2014,m,n,USA,UNPROVOKED
1266,2014,f,n,USA,UNPROVOKED
1267,2014,m,n,AUSTRALIA,PROVOKED
1268,2014,f,n,USA,UNPROVOKED
1269,2014,m,n,USA,UNPROVOKED
1270,2014,f,n,USA,WATERCRAFT
1271,2014,f,n,AUSTRALIA,UNPROVOKED
1272,2014,f,n,USA,UNPROVOKED
1273,2014,f,n,USA,UNPROVOKED
1274,2014,m,n,AUSTRALIA,WATERCRAFT
1275,2014,m,n,USA,UNPROVOKED
1276,2014,f,n,USA,UNPROVOKED
1277,2014,m,n,USA,UNPROVOKED
1278,2014,m,n,USA,WATERCRAFT
1279,2014,m,n,USA,WATERCRAFT
1280,2014,m,n,USA,UNPROVOKED
1281,2014,m,n,AUSTRALIA,UNPROVOKED
1282,2014,m,n,USA,UNPROVOKED
1283,2014,f,n,FRENCH POLYNESIA,UNPROVOKED
1285,2014,m,y,AUSTRALIA,UNPROVOKED
1286,2014,m,n,USA,UNPROVOKED
1287,2014,f,n,USA,WATERCRAFT
1288,2014,m,n,USA,PROVOKED
1289,2014,m,n,SPAIN,UNPROVOKED
1290,2014,f,n,USA,UNPROVOKED
1291,2014,m,n,USA,UNPROVOKED
1293,2014,m,n,USA,PROVOKED
1294,2014,f,n,SPAIN,UNPROVOKED
1295,2014,m,n,USA,UNPROVOKED
1296,2014,f,n,USA,UNPROVOKED
1297,2014,m,n,USA,PROVOKED
1299,2014,m,n,AUSTRALIA,UNPROVOKED
1300,2014,m,n,USA,UNPROVOKED
1301,2014,m,n,USA,UNPROVOKED
1302,2014,m,n,BAHAMAS,UNPROVOKED
1303,2014,f,n,USA,UNPROVOKED
1304,2014,m,n,USA,UNPROVOKED
1305,2014,m,n,USA,UNPROVOKED
1306,2014,f,n,USA,UNPROVOKED
1307,2014,m,n,USA,UNPROVOKED
1308,2014,m,n,USA,UNPROVOKED
1309,2014,m,n,SOUTH AFRICA,UNPROVOKED
1311,2014,m,n,USA,UNPROVOKED
1312,2014,m,n,REUNION,UNPROVOKED
1313,2014,m,n,USA,UNPROVOKED
1315,2014,m,n,USA,UNPROVOKED
1316,2014,m,n,USA,UNPROVOKED
1318,2014,m,n,USA,UNPROVOKED
1319,2014,m,n,USA,UNPROVOKED
1320,2014,m,n,USA,PROVOKED
1321,2014,m,n,USA,UNPROVOKED
1322,2014,m,n,USA,UNPROVOKED
1323,2014,m,n,ST. MARTIN,WATERCRAFT
1324,2014,m,n,BAHAMAS,UNPROVOKED
1325,2014,m,n,AUSTRALIA,UNPROVOKED
1326,2014,m,n,AUSTRALIA,UNPROVOKED
1327,2014,m,n,AUSTRALIA,PROVOKED
1328,2014,m,n,BRAZIL,UNPROVOKED
1329,2014,m,n,USA,UNPROVOKED
1330,2014,m,n,AUSTRALIA,UNPROVOKED
1331,2014,m,n,JAPAN,UNPROVOKED
1332,2014,f,n,USA,UNPROVOKED
1333,2014,f,n,USA,UNPROVOKED
1334,2014,m,n,AUSTRALIA,UNPROVOKED
1335,2014,f,n,USA,UNPROVOKED
1336,2014,f,n,AUSTRALIA,UNPROVOKED
1337,2014,m,n,FRANCE,UNPROVOKED
1338,2014,m,n,AUSTRALIA,PROVOKED
1339,2014,f,n,USA,UNPROVOKED
1340,2014,m,n,AUSTRALIA,UNPROVOKED
1341,2014,f,n,USA,UNPROVOKED
1342,2014,m,n,USA,UNPROVOKED
1344,2014,f,n,USA,UNPROVOKED
1346,2014,m,n,USA,UNPROVOKED
1347,2014,m,n,AUSTRALIA,UNPROVOKED
1348,2014,m,n,USA,UNPROVOKED
1349,2014,m,n,USA,UNPROVOKED
1351,2014,m,n,SOUTH AFRICA,PROVOKED
1352,2014,m,n,USA,UNPROVOKED
1353,2014,m,n,USA,UNPROVOKED
1354,2014,f,y,AUSTRALIA,UNPROVOKED
1356,2014,m,y,SOUTH AFRICA,UNPROVOKED
1357,2014,m,n,USA,UNPROVOKED
1358,2014,m,n,USA,UNPROVOKED
1359,2014,m,n,NEW CALEDONIA,UNPROVOKED
1360,2014,m,n,AUSTRALIA,UNPROVOKED
1362,2014,m,n,AUSTRALIA,UNPROVOKED
1364,2014,m,n,USA,UNPROVOKED
1365,2014,m,n,FRENCH POLYNESIA,UNPROVOKED
1366,2014,m,n,PAPUA NEW GUINEA,WATERCRAFT
1367,2014,m,y,AUSTRALIA,UNPROVOKED
1368,2014,m,n,TRINIDAD & TOBAGO,PROVOKED
1369,2014,m,n,NEW ZEALAND,UNPROVOKED
1370,2014,m,n,AUSTRALIA,PROVOKED
1371,2014,m,n,NEW ZEALAND,UNPROVOKED
1372,2014,m,n,JAPAN,SEA DISASTER
1373,2014,m,n,USA,UNPROVOKED
1375,2013,m,n,NEW CALEDONIA,UNPROVOKED
1376,2013,m,n,SOUTH AFRICA,UNPROVOKED
1377,2013,m,n,KIRIBATI,UNPROVOKED
1378,2013,m,n,USA,UNPROVOKED
1379,2013,m,n,USA,UNPROVOKED
1380,2013,m,n,AUSTRALIA,UNPROVOKED
1381,2013,m,y,USA,UNPROVOKED
1382,2013,m,y,AUSTRALIA,UNPROVOKED
1383,2013,f,n,USA,UNPROVOKED
1384,2013,m,y,AUSTRALIA,UNPROVOKED
1385,2013,m,n,USA,UNPROVOKED
1386,2013,m,n,AUSTRALIA,UNPROVOKED
1387,2013,m,n,BAHAMAS,PROVOKED
1388,2013,m,n,USA,UNPROVOKED
1389,2013,m,n,USA,UNPROVOKED
1390,2013,m,n,USA,UNPROVOKED
1391,2013,f,n,AUSTRALIA,UNPROVOKED
1392,2013,m,n,REUNION,UNPROVOKED
1393,2013,m,n,AUSTRALIA,UNPROVOKED
1394,2013,m,n,AUSTRALIA,UNPROVOKED
1395,2013,m,n,USA,UNPROVOKED
1396,2013,m,n,USA,UNPROVOKED
1397,2013,m,n,USA,UNPROVOKED
1398,2013,m,y,SOUTH AFRICA,UNPROVOKED
1399,2013,m,n,AUSTRALIA,UNPROVOKED
1400,2013,m,n,USA,UNPROVOKED
1401,2013,m,n,USA,UNPROVOKED
1402,2013,m,n,USA,UNPROVOKED
1403,2013,m,n,ISRAEL,UNPROVOKED
1404,2013,m,n,USA,UNPROVOKED
1405,2013,m,n,USA,UNPROVOKED
1406,2013,m,n,USA,UNPROVOKED
1407,2013,m,n,USA,UNPROVOKED
1408,2013,f,n,USA,UNPROVOKED
1410,2013,m,n,USA,PROVOKED
1411,2013,m,n,USA,UNPROVOKED
1412,2013,m,n,USA,UNPROVOKED
1413,2013,m,n,USA,PROVOKED
1414,2013,m,n,BAHAMAS,UNPROVOKED
1415,2013,m,n,USA,UNPROVOKED
1416,2013,m,n,BAHAMAS,UNPROVOKED
1417,2013,m,n,USA,UNPROVOKED
1419,2013,m,n,FRANCE,PROVOKED
1420,2013,f,n,USA,UNPROVOKED
1421,2013,m,n,AUSTRALIA,UNPROVOKED
1422,2013,m,n,USA,UNPROVOKED
1423,2013,f,n,USA,UNPROVOKED
1424,2013,f,y,USA,UNPROVOKED
1425,2013,f,n,USA,UNPROVOKED
1426,2013,m,n,USA,UNPROVOKED
1427,2013,m,n,SOUTH AFRICA,UNPROVOKED
1428,2013,m,n,USA,UNPROVOKED
1429,2013,f,n,USA,UNPROVOKED
1430,2013,m,n,USA,UNPROVOKED
1431,2013,m,n,BAHAMAS,UNPROVOKED
1432,2013,f,n,MEXICO,UNPROVOKED
1433,2013,m,n,USA,UNPROVOKED
1434,2013,m,n,BAHAMAS,UNPROVOKED
1435,2013,m,n,BAHAMAS,UNPROVOKED
1436,2013,f,y,BRAZIL,UNPROVOKED
1437,2013,f,n,USA,UNPROVOKED
1438,2013,m,n,USA,UNPROVOKED
1439,2013,f,y,REUNION,UNPROVOKED
1440,2013,m,y,DIEGO GARCIA,UNPROVOKED
1441,2013,f,n,USA,UNPROVOKED
1443,2013,m,n,AUSTRALIA,UNPROVOKED
1444,2013,m,n,TAIWAN,UNPROVOKED
1446,2013,m,n,USA,WATERCRAFT
1447,2013,m,n,USA,UNPROVOKED
1448,2013,m,n,USA,UNPROVOKED
1449,2013,m,n,USA,UNPROVOKED
1450,2013,m,n,USA,UNPROVOKED
1451,2013,m,n,SOUTH AFRICA,UNPROVOKED
1452,2013,f,n,USA,UNPROVOKED
1453,2013,f,n,USA,UNPROVOKED
1454,2013,m,n,USA,PROVOKED
1455,2013,m,n,AUSTRALIA,UNPROVOKED
1456,2013,m,n,USA,UNPROVOKED
1457,2013,m,n,USA,UNPROVOKED
1458,2013,m,y,BRAZIL,UNPROVOKED
1459,2013,m,n,PALESTINIAN TERRITORIES,PROVOKED
1460,2013,m,n,ECUADOR,UNPROVOKED
1462,2013,m,y,REUNION,UNPROVOKED
1463,2013,m,n,USA,UNPROVOKED
1464,2013,m,n,AUSTRALIA,PROVOKED
1465,2013,f,n,MEXICO,UNPROVOKED
1466,2013,m,n,AUSTRALIA,UNPROVOKED
1467,2013,m,n,USA,UNPROVOKED
1468,2013,m,n,SOUTH AFRICA,UNPROVOKED
1469,2013,m,n,USA,UNPROVOKED
1470,2013,m,y,GUAM,UNPROVOKED
1471,2013,m,n,FRENCH POLYNESIA,UNPROVOKED
1472,2013,m,n,USA,UNPROVOKED
1474,2013,m,n,USA,UNPROVOKED
1476,2013,m,n,SEYCHELLES,UNPROVOKED
1477,2013,f,n,BELIZE,UNPROVOKED
1478,2013,m,n,BAHAMAS,UNPROVOKED
1479,2013,m,n,SOUTH AFRICA,PROVOKED
1480,2013,m,n,SOUTH AFRICA,UNPROVOKED
1481,2013,m,y,JAMAICA,UNPROVOKED
1482,2013,m,n,AUSTRALIA,UNPROVOKED
1483,2013,m,n,PHILIPPINES,UNPROVOKED
1484,2013,m,n,SOUTH AFRICA,UNPROVOKED
1485,2013,m,y,NEW ZEALAND,UNPROVOKED
1487,2013,m,n,USA,UNPROVOKED
1488,2013,m,n,USA,UNPROVOKED
1489,2013,m,n,FRENCH POLYNESIA,UNPROVOKED
1490,2013,m,n,JAMAICA,UNPROVOKED
1491,2013,m,n,AUSTRALIA,WATERCRAFT
1492,2013,m,n,AUSTRALIA,UNPROVOKED
1494,2013,m,n,USA,UNPROVOKED
1495,2013,m,n,NEW ZEALAND,UNPROVOKED
1496,2013,m,n,AUSTRALIA,UNPROVOKED
1497,2012,m,n,USA,UNPROVOKED
1498,2012,m,n,AUSTRALIA,UNPROVOKED
1499,2012,m,n,AUSTRALIA,UNPROVOKED
1500,2012,m,y,SOUTH AFRICA,UNPROVOKED
1501,2012,m,n,AUSTRALIA,UNPROVOKED
1502,2012,m,n,USA,UNPROVOKED
1503,2012,m,n,AUSTRALIA,UNPROVOKED
1504,2012,f,n,NEW ZEALAND,UNPROVOKED
1505,2012,m,n,USA,UNPROVOKED
1507,2012,m,y,MEXICO,UNPROVOKED
1508,2012,m,n,USA,UNPROVOKED
1509,2012,m,n,USA,UNPROVOKED
1510,2012,m,n,USA,UNPROVOKED
1511,2012,m,n,USA,UNPROVOKED
1512,2012,f,n,USA,UNPROVOKED
1513,2012,m,y,USA,UNPROVOKED
1514,2012,f,n,USA,UNPROVOKED
1515,2012,m,n,USA,UNPROVOKED
1516,2012,m,n,USA,UNPROVOKED
1518,2012,f,n,NIGERIA,UNPROVOKED
1519,2012,m,n,USA,UNPROVOKED
1520,2012,m,n,AUSTRALIA,UNPROVOKED
1521,2012,m,n,USA,UNPROVOKED
1522,2012,m,n,USA,UNPROVOKED
1523,2012,m,n,USA,UNPROVOKED
1524,2012,f,n,TONGA,UNPROVOKED
1526,2012,m,n,USA,UNPROVOKED
1527,2012,m,n,USA,UNPROVOKED
1528,2012,m,n,USA,UNPROVOKED
1529,2012,m,n,USA,UNPROVOKED
1530,2012,m,n,USA,UNPROVOKED
1531,2012,f,n,USA,UNPROVOKED
1533,2012,f,n,USA,UNPROVOKED
1534,2012,m,n,SCOTLAND,PROVOKED
1535,2012,m,n,AUSTRALIA,UNPROVOKED
1536,2012,m,y,BRAZIL,UNPROVOKED
1537,2012,m,n,USA,UNPROVOKED
1539,2012,m,n,USA,UNPROVOKED
1540,2012,m,n,REUNION,UNPROVOKED
1541,2012,m,n,FRENCH POLYNESIA,UNPROVOKED
1542,2012,m,n,USA,UNPROVOKED
1543,2012,m,n,AUSTRALIA,UNPROVOKED
1544,2012,m,n,USA,UNPROVOKED
1545,2012,m,n,USA,UNPROVOKED
1547,2012,m,y,REUNION,UNPROVOKED
1550,2012,m,y,AUSTRALIA,UNPROVOKED
1551,2012,f,n,USA,UNPROVOKED
1552,2012,m,n,BAHAMAS,UNPROVOKED
1554,2012,m,n,USA,WATERCRAFT
1555,2012,m,n,SOUTH AFRICA,UNPROVOKED
1557,2012,m,n,USA,UNPROVOKED
1558,2012,m,n,USA,UNPROVOKED
1559,2012,f,n,USA,UNPROVOKED
1560,2012,m,n,AUSTRALIA,UNPROVOKED
1561,2012,m,n,USA,UNPROVOKED
1562,2012,m,n,AUSTRALIA,UNPROVOKED
1564,2012,f,n,USA,UNPROVOKED
1565,2012,m,n,USA,PROVOKED
1566,2012,f,n,USA,UNPROVOKED
1567,2012,m,n,USA,UNPROVOKED
1568,2012,m,n,USA,UNPROVOKED
1569,2012,m,n,USA,UNPROVOKED
1570,2012,m,n,AUSTRALIA,UNPROVOKED
1572,2012,m,n,AUSTRALIA,UNPROVOKED
1573,2012,f,n,USA,UNPROVOKED
1574,2012,m,n,USA,UNPROVOKED
1575,2012,f,n,USA,UNPROVOKED
1576,2012,m,n,MEXICO,UNPROVOKED
1577,2012,m,n,USA,UNPROVOKED
1578,2012,m,n,USA,WATERCRAFT
1579,2012,m,n,FIJI,UNPROVOKED
1580,2012,m,n,USA,WATERCRAFT
1581,2012,f,n,USA,UNPROVOKED
1582,2012,f,n,USA,UNPROVOKED
1583,2012,m,n,USA,UNPROVOKED
1584,2012,m,y,SOUTH AFRICA,UNPROVOKED
1585,2012,m,n,AUSTRALIA,WATERCRAFT
1586,2012,m,n,USA,UNPROVOKED
1587,2012,m,n,USA,UNPROVOKED
1588,2012,m,y,AUSTRALIA,UNPROVOKED
1589,2012,m,n,USA,UNPROVOKED
1591,2012,m,n,AUSTRALIA,UNPROVOKED
1592,2012,m,n,USA,UNPROVOKED
1593,2012,f,n,USA,UNPROVOKED
1594,2012,m,n,USA,UNPROVOKED
1595,2012,m,n,NEW ZEALAND,UNPROVOKED
1596,2012,f,n,AUSTRALIA,PROVOKED
1597,2012,m,n,REUNION,UNPROVOKED
1598,2012,m,n,USA,UNPROVOKED
1600,2012,m,n,CHILE,PROVOKED
1601,2012,m,n,USA,PROVOKED
1602,2012,m,n,AUSTRALIA,UNPROVOKED
1604,2012,m,n,AUSTRALIA,UNPROVOKED
1606,2012,m,n,AUSTRALIA,UNPROVOKED
1607,2012,m,n,BAHAMAS,UNPROVOKED
1608,2012,m,n,TAIWAN,PROVOKED
1609,2012,m,n,AUSTRALIA,UNPROVOKED
1610,2012,m,y,SOUTH AFRICA,UNPROVOKED
1611,2012,m,n,USA,UNPROVOKED
1612,2012,m,n,AUSTRALIA,UNPROVOKED
1613,2012,m,n,AUSTRALIA,UNPROVOKED
1614,2011,m,n,USA,UNPROVOKED
1616,2011,m,n,ECUADOR,UNPROVOKED
1617,2011,m,n,USA,UNPROVOKED
1618,2011,m,n,USA,PROVOKED
1619,2011,m,n,SOUTH AFRICA,WATERCRAFT
1620,2011,m,n,AUSTRALIA,UNPROVOKED
1622,2011,m,n,AUSTRALIA,UNPROVOKED
1623,2011,f,n,USA,UNPROVOKED
1625,2011,m,n,AUSTRALIA,UNPROVOKED
1626,2011,m,n,INDONESIA,UNPROVOKED
1627,2011,m,n,AUSTRALIA,UNPROVOKED
1628,2011,m,n,USA,WATERCRAFT
1629,2011,m,n,PAPUA NEW GUINEA,UNPROVOKED
1630,2011,m,n,BRAZIL,UNPROVOKED
1631,2011,m,n,REUNION,UNPROVOKED
1632,2011,m,n,USA,UNPROVOKED
1633,2011,m,n,SCOTLAND,UNPROVOKED
1635,2011,m,y,AUSTRALIA,UNPROVOKED
1636,2011,m,n,USA,UNPROVOKED
1637,2011,m,n,AUSTRALIA,UNPROVOKED
1638,2011,m,n,USA,UNPROVOKED
1639,2011,m,n,USA,UNPROVOKED
1640,2011,m,y,AUSTRALIA,UNPROVOKED
1641,2011,m,n,REUNION,WATERCRAFT
1642,2011,m,n,USA,UNPROVOKED
1643,2011,m,n,USA,UNPROVOKED
1645,2011,m,n,DOMINICAN REPUBLIC,PROVOKED
1646,2011,m,n,SOUTH AFRICA,UNPROVOKED
1647,2011,m,n,USA,UNPROVOKED
1648,2011,m,n,USA,UNPROVOKED
1649,2011,m,n,USA,WATERCRAFT
1650,2011,m,y,REUNION,UNPROVOKED
1651,2011,m,y,KENYA,UNPROVOKED
1652,2011,m,n,USA,UNPROVOKED
1653,2011,m,n,USA,UNPROVOKED
1654,2011,m,n,PAPUA NEW GUINEA,UNPROVOKED
1656,2011,m,y,AUSTRALIA,UNPROVOKED
1657,2011,m,n,USA,UNPROVOKED
1658,2011,m,n,USA,UNPROVOKED
1660,2011,f,n,USA,UNPROVOKED
1661,2011,m,n,RUSSIA,UNPROVOKED
1662,2011,m,n,USA,UNPROVOKED
1663,2011,m,n,USA,UNPROVOKED
1664,2011,m,y,SOUTH AFRICA,UNPROVOKED
1665,2011,m,n,RUSSIA,UNPROVOKED
1666,2011,f,n,USA,UNPROVOKED
1668,2011,m,n,RUSSIA,UNPROVOKED
1669,2011,m,n,FRENCH POLYNESIA,UNPROVOKED
1670,2011,m,n,USA,UNPROVOKED
1671,2011,m,y,SEYCHELLES,UNPROVOKED
1672,2011,m,n,USA,INVALID
1673,2011,m,n,USA,UNPROVOKED
1674,2011,m,y,SEYCHELLES,UNPROVOKED
1676,2011,m,n,PHILIPPINES,SEA DISASTER
1677,2011,m,n,USA,UNPROVOKED
1678,2011,m,n,SOUTH AFRICA,UNPROVOKED
1679,2011,f,n,USA,UNPROVOKED
1680,2011,m,n,REUNION,WATERCRAFT
1681,2011,m,n,USA,UNPROVOKED
1682,2011,m,n,BAHAMAS,UNPROVOKED
1683,2011,m,n,USA,UNPROVOKED
1684,2011,m,n,USA,UNPROVOKED
1685,2011,m,n,REUNION,UNPROVOKED
1686,2011,m,n,COLUMBIA,UNPROVOKED
1687,2011,m,n,TURKS & CAICOS,UNPROVOKED
1688,2011,m,n,BRAZIL,UNPROVOKED
1689,2011,m,n,SOUTH AFRICA,UNPROVOKED
1690,2011,f,n,USA,UNPROVOKED
1691,2011,m,n,USA,UNPROVOKED
1692,2011,m,n,USA,UNPROVOKED
1693,2011,m,n,TURKS & CAICOS,UNPROVOKED
1694,2011,m,y,COSTA RICA,UNPROVOKED
1695,2011,m,y,REUNION,UNPROVOKED
1697,2011,m,n,USA,UNPROVOKED
1698,2011,m,n,COLUMBIA,UNPROVOKED
1699,2011,m,n,USA,UNPROVOKED
1700,2011,m,n,USA,UNPROVOKED
1701,2011,f,n,MALAYSIA,UNPROVOKED
1702,2011,f,n,USA,UNPROVOKED
1703,2011,m,n,SOUTH AFRICA,UNPROVOKED
1704,2011,f,n,USA,UNPROVOKED
1705,2011,f,n,USA,UNPROVOKED
1706,2011,m,y,SOUTH AFRICA,UNPROVOKED
1707,2011,m,n,USA,UNPROVOKED
1708,2011,m,y,NEW CALEDONIA,UNPROVOKED
1709,2011,m,n,USA,UNPROVOKED
1710,2011,m,n,USA,PROVOKED
1712,2011,m,n,SOUTH AFRICA,UNPROVOKED
1713,2011,m,n,USA,UNPROVOKED
1714,2011,m,n,AUSTRALIA,UNPROVOKED
1715,2011,m,n,USA,UNPROVOKED
1716,2011,m,n,NEW ZEALAND,UNPROVOKED
1717,2011,m,n,INDONESIA,UNPROVOKED
1718,2011,m,n,FIJI,UNPROVOKED
1719,2011,m,n,USA,PROVOKED
1720,2011,f,n,MEXICO,UNPROVOKED
1721,2011,m,n,AUSTRALIA,UNPROVOKED
1722,2011,m,n,MEXICO,UNPROVOKED
1723,2011,m,n,FIJI,UNPROVOKED
1724,2011,f,n,AUSTRALIA,UNPROVOKED
1726,2011,m,n,AUSTRALIA,UNPROVOKED
1727,2011,m,n,AUSTRALIA,PROVOKED
1728,2011,m,n,NEW CALEDONIA,UNPROVOKED
1729,2011,m,n,REUNION,UNPROVOKED
1730,2011,m,y,AUSTRALIA,UNPROVOKED
1731,2011,m,n,AUSTRALIA,PROVOKED
1732,2011,m,n,AUSTRALIA,UNPROVOKED
1733,2011,m,n,MEXICO,PROVOKED
1734,2011,m,n,SOUTH AFRICA,UNPROVOKED
1735,2011,f,n,MEXICO,UNPROVOKED
1736,2011,m,n,MEXICO,PROVOKED
1737,2011,m,n,BAHAMAS,UNPROVOKED
1739,2011,m,y,SOUTH AFRICA,UNPROVOKED
1740,2011,m,n,MEXICO,UNPROVOKED
1742,2010,m,n,USA,UNPROVOKED
1743,2010,m,n,FIJI,UNPROVOKED
1744,2010,m,n,USA,UNPROVOKED
1745,2010,f,y,EGYPT,UNPROVOKED
1746,2010,m,n,INDONESIA,UNPROVOKED
1747,2010,m,n,EGYPT,UNPROVOKED
1748,2010,m,n,EGYPT,UNPROVOKED
1749,2010,f,n,EGYPT,UNPROVOKED
1750,2010,f,n,EGYPT,UNPROVOKED
1751,2010,m,n,SAMOA,UNPROVOKED
1753,2010,m,n,USA,PROVOKED
1754,2010,m,y,DOMINICAN REPUBLIC,UNPROVOKED
1755,2010,m,n,INDONESIA,UNPROVOKED
1756,2010,m,n,AUSTRALIA,WATERCRAFT
1757,2010,f,n,AUSTRALIA,UNPROVOKED
1758,2010,m,n,AUSTRALIA,UNPROVOKED
1759,2010,m,n,USA,UNPROVOKED
1760,2010,m,n,AZORES,PROVOKED
1761,2010,m,n,USA,UNPROVOKED
1762,2010,m,n,AUSTRALIA,UNPROVOKED
1763,2010,m,y,USA,UNPROVOKED
1764,2010,f,n,EGYPT,UNPROVOKED
1765,2010,m,n,AUSTRALIA,UNPROVOKED
1766,2010,m,n,BAHAMAS,UNPROVOKED
1767,2010,f,n,BAHAMAS,UNPROVOKED
1768,2010,m,n,SOUTH AFRICA,UNPROVOKED
1769,2010,m,n,USA,UNPROVOKED
1770,2010,m,n,USA,UNPROVOKED
1771,2010,m,y,SOUTH AFRICA,UNPROVOKED
1772,2010,m,n,AUSTRALIA,UNPROVOKED
1773,2010,m,n,USA,UNPROVOKED
1774,2010,m,n,TONGA,UNPROVOKED
1775,2010,m,n,USA,UNPROVOKED
1776,2010,m,n,USA,UNPROVOKED
1777,2010,m,n,USA,UNPROVOKED
1778,2010,m,n,SOLOMON ISLANDS,UNPROVOKED
1780,2010,m,n,USA,UNPROVOKED
1781,2010,m,y,AUSTRALIA,UNPROVOKED
1782,2010,m,n,USA,WATERCRAFT
1783,2010,f,n,AUSTRALIA,PROVOKED
1784,2010,f,n,SOUTH KOREA,UNPROVOKED
1785,2010,m,n,AUSTRALIA,UNPROVOKED
1786,2010,m,n,USA,UNPROVOKED
1787,2010,m,n,MALTA,UNPROVOKED
1789,2010,m,n,USA,WATERCRAFT
1790,2010,f,n,USA,UNPROVOKED
1791,2010,m,n,USA,UNPROVOKED
1792,2010,m,n,USA,UNPROVOKED
1793,2010,m,n,USA,UNPROVOKED
1794,2010,f,n,USA,UNPROVOKED
1795,2010,m,n,USA,UNPROVOKED
1796,2010,m,n,SPAIN,PROVOKED
1797,2010,m,n,USA,UNPROVOKED
1798,2010,m,n,USA,PROVOKED
1799,2010,f,n,SOUTH AFRICA,UNPROVOKED
1800,2010,m,n,USA,PROVOKED
1801,2010,m,n,USA,UNPROVOKED
1802,2010,m,n,USA,UNPROVOKED
1803,2010,m,n,USA,UNPROVOKED
1804,2010,f,n,USA,UNPROVOKED
1805,2010,f,n,USA,UNPROVOKED
1806,2010,m,n,VIETNAM,UNPROVOKED
1807,2010,f,n,USA,UNPROVOKED
1808,2010,m,n,AUSTRALIA,UNPROVOKED
1809,2010,m,n,USA,UNPROVOKED
1810,2010,m,n,USA,PROVOKED
1811,2010,f,n,VIETNAM,UNPROVOKED
1812,2010,f,n,VIETNAM,UNPROVOKED
1813,2010,m,n,AUSTRALIA,UNPROVOKED
1814,2010,m,n,MADAGASCAR,UNPROVOKED
1815,2010,f,n,USA,UNPROVOKED
1816,2010,m,n,USA,PROVOKED
1817,2010,m,n,USA,UNPROVOKED
1818,2010,m,n,SOUTH AFRICA,UNPROVOKED
1819,2010,m,n,EGYPT,UNPROVOKED
1820,2010,m,n,REUNION,UNPROVOKED
1821,2010,m,n,NEW ZEALAND,UNPROVOKED
1822,2010,m,n,SOUTH AFRICA,UNPROVOKED
1823,2010,m,y,FIJI,UNPROVOKED
1824,2010,f,n,AUSTRALIA,UNPROVOKED
1825,2010,m,n,AUSTRALIA,UNPROVOKED
1826,2010,m,n,NEW ZEALAND,PROVOKED
1827,2010,m,n,AUSTRALIA,UNPROVOKED
1828,2010,m,n,USA,PROVOKED
1830,2010,m,y,USA,UNPROVOKED
1831,2010,f,n,NEW ZEALAND,PROVOKED
1832,2010,m,n,BRAZIL,UNPROVOKED
1833,2010,m,n,AUSTRALIA,UNPROVOKED
1834,2010,m,n,UNITED ARAB EMIRATES (UAE),UNPROVOKED
1835,2010,m,n,AUSTRALIA,UNPROVOKED
1836,2010,m,y,SOUTH AFRICA,UNPROVOKED
1837,2010,f,n,AUSTRALIA,UNPROVOKED
1838,2010,f,n,VIETNAM,UNPROVOKED
1839,2010,m,n,VIETNAM,UNPROVOKED
1840,2010,m,n,VIETNAM,UNPROVOKED
1841,2010,m,n,USA,UNPROVOKED
1842,2010,m,n,SOUTH AFRICA,UNPROVOKED
1843,2009,m,n,SOUTH AFRICA,UNPROVOKED
1844,2009,m,n,AUSTRALIA,PROVOKED
1845,2009,m,n,MOZAMBIQUE,UNPROVOKED
1846,2009,m,n,AUSTRALIA,WATERCRAFT
1847,2009,m,n,AUSTRALIA,UNPROVOKED
1848,2009,m,y,SOUTH AFRICA,UNPROVOKED
1850,2009,m,y,NEW ZEALAND,UNPROVOKED
1851,2009,m,n,AUSTRALIA,UNPROVOKED
1853,2009,m,n,USA,PROVOKED
1855,2009,m,n,USA,UNPROVOKED
1856,2009,m,n,USA,UNPROVOKED
1857,2009,m,n,USA,UNPROVOKED
